actor,date,all_total,all_committed,all_paid,all_pc_paid,ngo_total,ngo_committed,ngo_paid,ngo_pc_paid,ngo_pc_of_total,ngo_pc_of_paid
"Estonia, Government of",3/30/2020,28050,28050,0,0,0,0,0,0,0,0
"Estonia, Government of",4/6/2020,28050,28050,0,0,0,0,0,0,0,0
"Estonia, Government of",4/13/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",4/20/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",4/27/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",5/4/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",5/11/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",5/18/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",5/25/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",6/1/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",6/8/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",6/15/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",6/22/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",6/29/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",7/6/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",7/13/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",7/20/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",7/27/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",8/3/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",8/10/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",8/17/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",8/24/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",8/31/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",9/7/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",9/14/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",9/21/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",9/28/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",10/5/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",10/12/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",10/19/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",10/26/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",11/2/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",11/9/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",11/16/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",11/23/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",11/30/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",12/7/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",12/14/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",12/21/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",12/28/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",12/31/2020,136628,136628,0,0,0,0,0,0,0,0
"Estonia, Government of",12/30/2020,136628,136628,0,0,0,0,0,0,0,0
Central Emergency Response Fund,1/6/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,1/13/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,1/20/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,1/27/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,2/3/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,2/10/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,2/17/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,2/24/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,3/2/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,3/9/2020,0,0,0,0,0,0,0,0,0,0
Central Emergency Response Fund,3/16/2020,10685613,0,10685613,1,0,0,0,0,0,0
Central Emergency Response Fund,3/23/2020,10685613,0,10685613,1,0,0,0,0,0,0
Central Emergency Response Fund,3/30/2020,10685613,0,10685613,1,0,0,0,0,0,0
Central Emergency Response Fund,4/6/2020,44996828,8411215,36585613,0.813070935,0,0,0,0,0,0
Central Emergency Response Fund,4/13/2020,68238984,8411215,59827769,0.876738859,0,0,0,0,0,0
Central Emergency Response Fund,4/20/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,4/27/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,5/4/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,5/11/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,5/18/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,5/25/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,6/1/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,6/8/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,6/15/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,6/22/2020,88238984,8411215,79827769,0.904676883,0,0,0,0,0,0
Central Emergency Response Fund,6/29/2020,113042939,26673984,86368955,0.764036708,24803955,18262769,6541186,0.263715444,0.219420649,0.075735384
Central Emergency Response Fund,7/6/2020,113042939,26673984,86368955,0.764036708,24803955,18262769,6541186,0.263715444,0.219420649,0.075735384
Central Emergency Response Fund,7/13/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,7/20/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,7/27/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,8/3/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,8/10/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,8/17/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,8/24/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,8/31/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,9/7/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,9/14/2020,114042979,26673984,87368995,0.766105864,24803955,18262769,6541186,0.263715444,0.217496555,0.074868505
Central Emergency Response Fund,9/21/2020,115192979,26673984,88518995,0.768440887,24803955,18262769,6541186,0.263715444,0.215325233,0.073895846
Central Emergency Response Fund,9/28/2020,115192979,26673984,88518995,0.768440887,24803955,18262769,6541186,0.263715444,0.215325233,0.073895846
Central Emergency Response Fund,10/5/2020,115192979,26673984,88518995,0.768440887,24803955,18262769,6541186,0.263715444,0.215325233,0.073895846
Central Emergency Response Fund,10/12/2020,117592982,29073987,88518995,0.752757465,24803955,18262769,6541186,0.263715444,0.210930572,0.073895846
Central Emergency Response Fund,10/19/2020,117592982,29073987,88518995,0.752757465,24803955,18262769,6541186,0.263715444,0.210930572,0.073895846
Central Emergency Response Fund,10/26/2020,120682983,29073987,91608996,0.759087932,24803955,18262769,6541186,0.263715444,0.205529847,0.071403315
Central Emergency Response Fund,11/2/2020,120682983,29073987,91608996,0.759087932,24803955,18262769,6541186,0.263715444,0.205529847,0.071403315
Central Emergency Response Fund,11/9/2020,126835033,29073987,97761046,0.770773214,24803955,18262769,6541186,0.263715444,0.195560756,0.066909943
Central Emergency Response Fund,11/16/2020,129980331,29073987,100906344,0.776320103,24803955,18262769,6541186,0.263715444,0.190828526,0.064824329
Central Emergency Response Fund,11/23/2020,210730334,109073987,101656347,0.482400161,104803955,98262769,6541186,0.062413542,0.497336824,0.064346066
Central Emergency Response Fund,11/30/2020,237670281,135270783,102399498,0.430846876,104803955,98262769,6541186,0.062413542,0.440963652,0.063879083
Central Emergency Response Fund,12/7/2020,238673912,135270783,103403129,0.433240182,104803955,98262769,6541186,0.062413542,0.439109386,0.063259072
Central Emergency Response Fund,12/14/2020,238673912,135270783,103403129,0.433240182,104803955,98262769,6541186,0.062413542,0.439109386,0.063259072
Central Emergency Response Fund,12/21/2020,238673912,135270783,103403129,0.433240182,104803955,98262769,6541186,0.062413542,0.439109386,0.063259072
Central Emergency Response Fund,12/28/2020,238673912,135270783,103403129,0.433240182,104803955,98262769,6541186,0.062413542,0.439109386,0.063259072
Central Emergency Response Fund,12/31/2020,238673912,135270783,103403129,0.433240182,104803955,98262769,6541186,0.062413542,0.439109386,0.063259072
Central Emergency Response Fund,12/30/2020,238673912,135270783,103403129,0.433240182,104803955,98262769,6541186,0.062413542,0.439109386,0.063259072
"Sweden, Government of",1/6/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",1/13/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",1/20/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",1/27/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",2/3/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",2/10/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",2/17/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",2/24/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",3/2/2020,3336122,0,3336122,1,0,0,0,0,0,0
"Sweden, Government of",3/9/2020,3647325,0,3647325,1,0,0,0,0,0,0
"Sweden, Government of",3/16/2020,3647325,0,3647325,1,0,0,0,0,0,0
"Sweden, Government of",3/23/2020,3647325,0,3647325,1,0,0,0,0,0,0
"Sweden, Government of",3/30/2020,3647325,0,3647325,1,0,0,0,0,0,0
"Sweden, Government of",4/6/2020,3647325,0,3647325,1,0,0,0,0,0,0
"Sweden, Government of",4/13/2020,6635670,0,6635670,1,0,0,0,0,0,0
"Sweden, Government of",4/20/2020,10622559,0,10622559,1,2429,0,2429,1,0.000228664,0.000228664
"Sweden, Government of",4/27/2020,10622559,0,10622559,1,2429,0,2429,1,0.000228664,0.000228664
"Sweden, Government of",5/4/2020,10622559,0,10622559,1,2429,0,2429,1,0.000228664,0.000228664
"Sweden, Government of",5/11/2020,10929505,0,10929505,1,2429,0,2429,1,0.000222242,0.000222242
"Sweden, Government of",5/18/2020,10929505,0,10929505,1,2429,0,2429,1,0.000222242,0.000222242
"Sweden, Government of",5/25/2020,10929505,0,10929505,1,2429,0,2429,1,0.000222242,0.000222242
"Sweden, Government of",6/1/2020,18145399,7215894,10929505,0.602329274,2429,0,2429,1,0.000133863,0.000222242
"Sweden, Government of",6/8/2020,24858786,13929281,10929505,0.439663667,3579381,3576952,2429,0.000678609,0.143988568,0.000222242
"Sweden, Government of",6/15/2020,25490255,14560750,10929505,0.428771897,4210850,4208421,2429,0.000576843,0.165194503,0.000222242
"Sweden, Government of",6/22/2020,25490255,14560750,10929505,0.428771897,4210850,4208421,2429,0.000576843,0.165194503,0.000222242
"Sweden, Government of",6/29/2020,25990255,14560750,11429505,0.439761172,4210850,4208421,2429,0.000576843,0.162016494,0.00021252
"Sweden, Government of",7/6/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",7/13/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",7/20/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",7/27/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",8/3/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",8/10/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",8/17/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",8/24/2020,26290255,14560750,11729505,0.446154098,4210850,4208421,2429,0.000576843,0.160167712,0.000207085
"Sweden, Government of",8/31/2020,26864572,14560750,12303822,0.457994343,4785167,4208421,576746,0.120527873,0.17812184,0.046875353
"Sweden, Government of",9/7/2020,26864572,14560750,12303822,0.457994343,4785167,4208421,576746,0.120527873,0.17812184,0.046875353
"Sweden, Government of",9/14/2020,26864572,14560750,12303822,0.457994343,4785167,4208421,576746,0.120527873,0.17812184,0.046875353
"Sweden, Government of",9/21/2020,26864572,14560750,12303822,0.457994343,4785167,4208421,576746,0.120527873,0.17812184,0.046875353
"Sweden, Government of",9/28/2020,27206413,14902591,12303822,0.452239772,5127008,4550262,576746,0.11249173,0.18844851,0.046875353
"Sweden, Government of",10/5/2020,27206413,14902591,12303822,0.452239772,5127008,4550262,576746,0.11249173,0.18844851,0.046875353
"Sweden, Government of",10/12/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",10/19/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",10/26/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",11/2/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",11/9/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",11/16/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",11/23/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",11/30/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",12/7/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",12/14/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",12/21/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",12/28/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",12/31/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Sweden, Government of",12/30/2020,27662202,14902591,12759611,0.461265195,5582797,4550262,1032535,0.184949408,0.201820412,0.080922138
"Ireland, Government of",1/6/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",1/13/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",1/20/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",1/27/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",2/3/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",2/10/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",2/17/2020,0,0,0,0,0,0,0,0,0,0
"Ireland, Government of",2/24/2020,0,0,0,0,0,0,0,0,0,0
